"id";"author_id"
412868515;567540
289913841;4299420
289913841;1315533
206183301;10393198
289901542;718899
289913841;4299420
289901542;275871
206183301;718899
360314202;1241511
286669882;899444
286669882;3759816
286653129;2512748
286653129;439929
286475683;2512748
286475683;4299420
286469274;8822573
206183301;1241511
286389099;1443911
286389099;1443911
286389099;20809
286389099;718899
286389099;8822573
284287181;899444
284287181;899444
283818034;54666
100210158;1538624
206135894;1315533
191920623;899444
348683671;2512748
164403696;10393198
284287181;3065230
284287181;3065230
284100505;2512748
284054758;1315533
282022255;4299420
191920623;899444
284054758;1315533
284054758;1315533
284054758;52195
284054758;1315533
284054758;52195
284054758;1315533
284054758;10393198
282022255;899444
282022255;899444
206135894;10393198
191920623;899444
333187205;3109072
284054758;2352663
284054758;2352663
284054758;718899
284054758;479538
191920623;3302320
284054758;52195
284054758;52195
284054758;2352663
283818034;22847459
282022255;899444
282022255;5952481
206135894;899444
283827173;54666
284054758;1315533
283852250;1315533
283852250;44184662
283852250;1315533
164403696;10393198
283827173;899444
128043380;4299420
206135894;10393198
191920623;899444
333187205;3109072
283827173;54666
283818034;899444
282027603;36442836
206135894;10393198
191863524;6447530
168555804;598730
282053947;14026360
282053947;2512748
282027603;718899
174922629;718899
333187205;3109072
282022255;899444
282024445;899444
282024445;8500303
282024445;1538624
282022255;5952481
282022255;1301959
282022255;5952481
282022255;1301959
206135894;10393198
282022255;2512748
282022255;5952481
282022255;899444
282022255;5952481
206135894;10393198
191863524;6447530
304718468;1443911
282022255;5952481
282022255;79017
282022255;2512748
206135894;10393198
360314202;1241511
206135894;899444
282022255;5952481
282022255;1493671
206135894;10393198
191863524;6447530
282022255;5952481
191863524;30083852
282022255;2512748
282022255;1493671
206135894;10393198
360314202;8822573
282022255;4299420
282022255;4299420
282022255;4299420
282022255;5952481
282022255;5952481
191863524;6447530
206135894;1538624
282022255;5952481
282022255;4299420
282022255;4299420
191863524;30083852
186710054;287917
176644396;899444
352421029;3065230
282022255;275871
282022255;899444
206135894;5952481
168555804;275871
282022255;899444
282022255;899444
282022255;5952481
282022255;5952481
282022255;5952481
282022255;5952481
282022255;899444
206135894;899444
293498685;1190716
281877439;54666
281877439;14026360
281877439;439929
281877439;2352663
281877439;14026360
281877439;718899
281877439;14026360
206135894;22822319
191863524;30083852
128043380;8822573
281756159;49206592
281756159;5952481
281756159;49206592
281722445;275871
281722445;96947
281722445;96947
206135894;22822319
360314202;8822573
283673267;899444
278838599;3109072
278838599;847953
281722445;17607
281722445;17607
281722445;96947
264589621;275871
224145160;439929
360314202;8822573
206135894;899444
278838599;4299420
278838599;847953
278838599;847953
278838599;847953
278838599;4299420
278838599;847953
278838599;847953
360314202;8822573
206135894;899444
278838599;52195
278838599;899444
278838599;4299420
278838599;847953
278838599;847953
423871500;17607
360314202;8822573
176644396;4303
278475975;2512748
278475975;899444
278475975;899444
423871500;17607
278380185;718899
164403696;10393198
206135894;22822319
176644396;291301
278380185;718899
278380185;2903325
278234962;96947
278380185;2903325
278266646;718899
278234962;96947
278234962;13121330
206135894;899444
176644396;718899
278234962;8822573
278234962;8822573
278234962;96947
278234962;96947
275440334;899444
264589621;275871
206135894;22822319
128043380;8822573
275440334;4299420
275440334;4299420
270621258;4299420
275440334;899444
275440334;4299420
259725077;3109072
176644396;718899
273313637;275871
273313637;1315533
273313637;1315533
273313637;5952481
273313637;275871
273313637;275871
273313637;1093990
273295297;3109072
206135894;22822319
273265283;3759816
273313637;45469
273295297;17607
273265283;4299420
206135894;22822319
352421029;52195
273236125;54666
273236125;17607
272994656;4299420
272994656;20809
270866341;899444
267935951;498775
270860596;899444
164403696;10393198
206135894;22822319
270757099;718899
270674007;5952481
270674007;17607
270674007;5952481
270674007;4299420
270674007;4299420
270674007;275871
34581425;1093990
270674007;275871
164403696;10393198
206135894;899444
161579737;30807186
270674007;275871
270674007;275871
270674007;275871
270674007;5952481
270674007;5952481
270674007;2607252
176589758;2352663
352421029;3065230
270674007;2607252
270674007;275871
270674007;275871
270674007;5952481
231678095;96947
270674007;275871
245783067;439929
206135894;899444
176589758;2352663
270621258;8822573
270664281;899444
270621258;8822573
270621258;899444
249158721;5445507
206135894;899444
173570973;8822573
270621258;8822573
270621258;8822573
267973718;5445507
267973718;96947
267973718;5445507
267759226;54666
267973718;96947
206135894;899444
191863524;30083852
304718468;718899
267759226;4299420
267973718;96947
267935951;1443911
206135894;5952481
267629592;17607
406582506;8822573
267629592;54666
265458672;439929
267629592;54666
173505662;2291463
165402083;275871
206135894;439929
360314202;8822573
206135894;899444
167115353;275871
265537389;598730
265537389;598730
265537389;8822573
265537389;8822573
423871500;26796102
265537389;8822573
206135894;5952481
191863524;30083852
265510190;5445507
265537389;8822573
265510190;5445507
176589758;718899
265510190;96947
206135894;439929
161579737;30807186
265510190;96947
265510190;5445507
265510190;5445507
265510190;5445507
265510190;5445507
265366761;17607
206135894;439929
265510190;96947
265510190;96947
265510190;5445507
265476243;54666
265476243;8822573
262941752;3759816
265476243;899444
261712246;439929
171234579;5015212
262941752;4299420
265458672;439929
265458672;52195
265458672;1232978
265458672;1232978
265366761;17607
206135894;13711224
106616323;275871
251681522;275871
265366761;17607
265366761;17607
265366761;17607
265366761;17607
265366761;17607
265366761;17607
206135894;13711224
311110080;567540
171201545;1443911
265366761;3109072
265366761;3109072
265366761;17607
265366761;3109072
206135894;1315533
352421029;899444
191863524;1093990
150347749;439929
311110080;456802
265351940;3759816
265351940;5445507
265351940;3759816
262933024;598730
206135894;22822319
265351940;3759816
262950024;23313266
262950024;8822573
262933024;598730
262933024;8822573
206135894;13711224
352306659;8822573
262933024;10393198
262933024;10393198
262933024;8822573
262933024;10393198
245783067;2512748
206135894;899444
191863524;30083852
171189048;2512748
34581425;1093990
360314202;8822573
262933024;8822573
262933024;3109072
262933024;4303
191863524;275871
262892935;2352663
262892935;15520377
261712246;110455
283673267;889406
261672631;8822573
261672631;52195
261672631;899444
206135894;899444
149666148;287917
311110080;567540
261672631;275871
261672631;52195
261637414;23313266
261586497;5445507
261586497;96947
259731261;718899
206135894;899444
311110080;567540
106616323;275871
259728101;275871
259728101;10393198
259728101;275871
259728101;8822573
259728101;439929
259725077;275871
206135894;899444
191863524;30083852
186710054;287917
259728101;10393198
245825971;291301
171189048;291301
206135894;899444
186710054;287917
259728101;899444
259728101;439929
259728101;18708370
259728101;18708370
259728101;439929
245783067;317464
206135894;13711224
360314202;8822573
259728101;18708370
259728101;8822573
259728101;439929
191863524;275871
176589758;718899
206091364;718899
259728101;10393198
259728101;10393198
259728101;439929
352092444;2352663
259725077;275871
191863524;30083852
205974732;439929
352306659;174685
259725077;275871
259728101;18708370
259728101;18708370
171179956;1443911
205974732;10393198
191863524;976081
360314202;8822573
259725077;17607
259728101;439929
259725077;241506
171175900;2512748
205974732;4303
191863524;30083852
259725077;241506
259725077;17607
259725077;17607
259725077;241506
259725077;17607
205974732;1315533
191776603;718899
360314202;8822573
257934231;696611
259725077;241506
257934231;696611
176589758;718899
205974732;2033712
191776603;718899
171175900;2512748
257900090;54666
257934231;10393198
257934231;3709715
257934231;10393198
255647394;96947
205974732;2033712
191776603;718899
149666148;287917
255647394;899444
255647394;96947
255628843;8822573
249309154;96947
245783067;1084056
205974732;4303
171175900;439929
106616323;275871
255622380;5445507
253657789;718899
253657789;718899
253540222;899444
205974732;10393198
191776603;718899
253625006;8822573
253625006;8822573
253540222;2512748
249309154;2352663
205974732;10393198
352092444;2352663
171175900;439929
251681522;2352663
251578495;275871
253540222;5445507
253529022;1093990
253529022;899444
253529022;1093990
360314202;42645847
205974732;5952481
149666148;1538624
251681522;275871
251578495;275871
251578495;275871
251578495;899444
111859739;13093042
333187205;3109072
205974732;10393198
160453008;899444
251578495;899444
251578495;6447530
34581425;1093990
419164222;8822573
249445198;238531
249309154;495647
44499125;1676758
205974732;2033712
171169507;899444
249445198;17607
249429268;6447530
333187205;3109072
249429268;4299420
249309154;5445507
249158721;2352663
205974732;10393198
191733418;20809
186710054;439929
167115353;432351
247698950;3709715
247531444;4299420
245783067;1084056
168555804;598730
245825971;432351
245825971;899444
245825971;432351
245825971;291301
245825971;432351
245783067;2352663
245783067;1084056
245783067;2352663
245783067;1084056
245783067;317464
205974732;2033712
176589758;439929
360314202;42645847
245783067;115237
245783067;317464
243156230;287917
205974732;10393198
191386719;899444
243061769;4299420
243156230;718899
243061769;194609
243061769;2512748
167115353;275871
243036063;899444
205974732;4815
241408132;8822573
243036063;899444
243018141;4299420
241408132;899444
243018141;2512748
191357768;2291463
189777240;20809
168555804;1315533
205923833;2352663
191044972;432351
184742255;20809
241376303;8822573
241373580;10393198
241373580;8822573
241373580;1443911
205923833;1443911
360314202;42645847
167115353;432351
241372370;8822573
241372370;718899
241372370;718899
241372370;899444
239723308;13862371
239723308;1443911
205923833;3020626
239723308;13862371
239706307;1443911
239706307;13862371
239706307;1443911
239706307;13862371
239706307;1443911
239706307;10393198
234039106;17607
205921765;10393198
190970744;54666
184835314;4303
333187205;3109072
237894675;899444
237894675;8822573
237894675;899444
237894675;8822573
231649587;96947
229265139;718899
205921765;10393198
190855985;20809
333187205;3109072
237883122;8822573
237883122;8822573
184835314;4303
237883122;8822573
205921765;10393198
190842133;8822573
237883122;1093990
237883122;1538624
235653936;5445507
235616007;4299420
235531354;899444
235531354;1093990
235531354;275871
205921765;2033712
235531354;52195
235531354;899444
235531354;2512748
235531354;4580828
190840944;54666
205921765;10393198
184742255;20809
235525748;899444
104123043;498775
235514037;10393198
235508050;10393198
235508050;8822573
235508050;4815
235508050;8822573
205921765;8822573
190831919;54666
184742255;20809
235508050;8822573
234043323;10393198
234039106;10393198
234039106;10393198
160453008;8822573
205921765;10393198
234015732;14309773
224790126;3109072
234015732;134460
234015732;12760779
233979960;5445507
232503578;5952481
205921765;2033712
168555804;275871
310607844;275871
231678095;17607
231678095;10393198
232503578;4299420
231678095;96947
231678095;10393198
205921765;2033712
190831919;899444
184742255;20809
333187205;3109072
231678095;275871
231678095;54666
231678095;17607
222884469;115237
205921765;4299420
332859547;5445507
